,County|Prec,Type,Context
0,ALEXANDER|E,PERFECT_MATCH,ALEXANDER|E
1,ALEXANDER|S1S2,SPLIT,/data/raw/sf-2014/Precincts.shp
2,ALEXANDER|LRSL,SPLIT,/data/raw/sf-2014/Precincts.shp
3,ALEXANDER|W,PERFECT_MATCH,ALEXANDER|W
4,ALEXANDER|T2T3,SPLIT,/data/raw/sf-2014/Precincts.shp
5,ALEXANDER|B2,PERFECT_MATCH,ALEXANDER|B2
6,ALEXANDER|G1G2,SPLIT,/data/raw/sf-2014/Precincts.shp
7,ALEXANDER|B1,PERFECT_MATCH,ALEXANDER|B1
8,ALEXANDER|T1T4T5,SPLIT,/data/raw/sf-2014/Precincts.shp
10,ALEXANDER|M,PERFECT_MATCH,ALEXANDER|M
11,AVERY|08,PERFECT_MATCH,AVERY|08
12,AVERY|05,PERFECT_MATCH,AVERY|05
13,AVERY|11,PERFECT_MATCH,AVERY|11
14,AVERY|02,PERFECT_MATCH,AVERY|02
15,AVERY|07,PERFECT_MATCH,AVERY|07
16,AVERY|04,PERFECT_MATCH,AVERY|04
17,AVERY|ABSENTEE,COUNTY_LEVEL,ABSENTEE
18,AVERY|01,PERFECT_MATCH,AVERY|01
19,AVERY|14,PERFECT_MATCH,AVERY|14
20,AVERY|19,PERFECT_MATCH,AVERY|19
21,AVERY|16,PERFECT_MATCH,AVERY|16
22,AVERY|15,PERFECT_MATCH,AVERY|15
23,AVERY|ONE.STOP,COUNTY_LEVEL,ONE.STOP
24,AVERY|12,PERFECT_MATCH,AVERY|12
25,AVERY|17,PERFECT_MATCH,AVERY|17
26,AVERY|18,PERFECT_MATCH,AVERY|18
27,AVERY|13,PERFECT_MATCH,AVERY|13
28,AVERY|06,PERFECT_MATCH,AVERY|06
29,AVERY|03,PERFECT_MATCH,AVERY|03
30,AVERY|09,PERFECT_MATCH,AVERY|09
31,AVERY|10,PERFECT_MATCH,AVERY|10
32,AVERY|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
33,BERTIE|OS.LOB,COUNTY_LEVEL,OS.LOB
34,BERTIE|IW,PERFECT_MATCH,BERTIE|IW
35,BERTIE|M1,PERFECT_MATCH,BERTIE|M1
36,BERTIE|W1,PERFECT_MATCH,BERTIE|W1
37,BERTIE|MH,PERFECT_MATCH,BERTIE|MH
38,BERTIE|OS.POW,COUNTY_LEVEL,OS.POW
39,BERTIE|C2,PERFECT_MATCH,BERTIE|C2
40,BERTIE|M2,PERFECT_MATCH,BERTIE|M2
41,BERTIE|W2,PERFECT_MATCH,BERTIE|W2
42,BERTIE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
43,BERTIE|RX,PERFECT_MATCH,BERTIE|RX
44,BERTIE|WD,PERFECT_MATCH,BERTIE|WD
45,BERTIE|C1,PERFECT_MATCH,BERTIE|C1
46,BERTIE|WH,PERFECT_MATCH,BERTIE|WH
47,BERTIE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
48,BERTIE|SN,PERFECT_MATCH,BERTIE|SN
49,BRUNSWICK|11,PERFECT_MATCH,BRUNSWICK|11
50,BRUNSWICK|22,PERFECT_MATCH,BRUNSWICK|22
51,BRUNSWICK|05,PERFECT_MATCH,BRUNSWICK|05
52,BRUNSWICK|08,PERFECT_MATCH,BRUNSWICK|08
53,BRUNSWICK|04C1,PERFECT_MATCH,BRUNSWICK|04C1
54,BRUNSWICK|10A,PERFECT_MATCH,BRUNSWICK|10A
55,BRUNSWICK|21,PERFECT_MATCH,BRUNSWICK|21
56,BRUNSWICK|02,PERFECT_MATCH,BRUNSWICK|02
57,BRUNSWICK|23,PERFECT_MATCH,BRUNSWICK|23
58,BRUNSWICK|03,PERFECT_MATCH,BRUNSWICK|03
59,BRUNSWICK|06,PERFECT_MATCH,BRUNSWICK|06
60,BRUNSWICK|09,PERFECT_MATCH,BRUNSWICK|09
61,BRUNSWICK|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
62,BRUNSWICK|13,PERFECT_MATCH,BRUNSWICK|13
63,BRUNSWICK|18,PERFECT_MATCH,BRUNSWICK|18
64,BRUNSWICK|CURBSIDE,COUNTY_LEVEL,CURBSIDE
65,BRUNSWICK|ABSENTEE.MAIL,COUNTY_LEVEL,ABSENTEE.MAIL
66,BRUNSWICK|04B1,PERFECT_MATCH,BRUNSWICK|04B1
67,BRUNSWICK|17,PERFECT_MATCH,BRUNSWICK|17
68,BRUNSWICK|10B,PERFECT_MATCH,BRUNSWICK|10B
69,BRUNSWICK|12,PERFECT_MATCH,BRUNSWICK|12
70,BRUNSWICK|15,PERFECT_MATCH,BRUNSWICK|15
71,BRUNSWICK|01,PERFECT_MATCH,BRUNSWICK|01
72,BRUNSWICK|07,PERFECT_MATCH,BRUNSWICK|07
73,BRUNSWICK|04A,PERFECT_MATCH,BRUNSWICK|04A
74,BRUNSWICK|14,PERFECT_MATCH,BRUNSWICK|14
75,BRUNSWICK|19,PERFECT_MATCH,BRUNSWICK|19
76,BRUNSWICK|20,PERFECT_MATCH,BRUNSWICK|20
77,BRUNSWICK|16,PERFECT_MATCH,BRUNSWICK|16
78,BUNCOMBE|68.1,PERFECT_MATCH,BUNCOMBE|68.1
79,BUNCOMBE|65.1,PERFECT_MATCH,BUNCOMBE|65.1
80,BUNCOMBE|07.1,PERFECT_MATCH,BUNCOMBE|07.1
81,BUNCOMBE|36.1,PERFECT_MATCH,BUNCOMBE|36.1
82,BUNCOMBE|33.3,PERFECT_MATCH,BUNCOMBE|33.3
83,BUNCOMBE|48.1,PERFECT_MATCH,BUNCOMBE|48.1
84,BUNCOMBE|64.1,PERFECT_MATCH,BUNCOMBE|64.1
85,BUNCOMBE|05.1,PERFECT_MATCH,BUNCOMBE|05.1
86,BUNCOMBE|17.1,PERFECT_MATCH,BUNCOMBE|17.1
87,BUNCOMBE|47.1,PERFECT_MATCH,BUNCOMBE|47.1
88,BUNCOMBE|37.1,PERFECT_MATCH,BUNCOMBE|37.1
89,BUNCOMBE|08.3,PERFECT_MATCH,BUNCOMBE|08.3
90,BUNCOMBE|22.2,PERFECT_MATCH,BUNCOMBE|22.2
91,BUNCOMBE|11.1,PERFECT_MATCH,BUNCOMBE|11.1
92,BUNCOMBE|14.2,PERFECT_MATCH,BUNCOMBE|14.2
93,BUNCOMBE|71.1,PERFECT_MATCH,BUNCOMBE|71.1
94,BUNCOMBE|67.1,PERFECT_MATCH,BUNCOMBE|67.1
95,BUNCOMBE|21.1,PERFECT_MATCH,BUNCOMBE|21.1
96,BUNCOMBE|34.1,PERFECT_MATCH,BUNCOMBE|34.1
97,BUNCOMBE|46.1,PERFECT_MATCH,BUNCOMBE|46.1
98,BUNCOMBE|42.1,PERFECT_MATCH,BUNCOMBE|42.1
99,BUNCOMBE|57.1,PERFECT_MATCH,BUNCOMBE|57.1
100,BUNCOMBE|59.1,PERFECT_MATCH,BUNCOMBE|59.1
101,BUNCOMBE|28.1,PERFECT_MATCH,BUNCOMBE|28.1
102,BUNCOMBE|12.1,PERFECT_MATCH,BUNCOMBE|12.1
103,BUNCOMBE|03.1,PERFECT_MATCH,BUNCOMBE|03.1
104,BUNCOMBE|69.1,PERFECT_MATCH,BUNCOMBE|69.1
105,BUNCOMBE|62.1,PERFECT_MATCH,BUNCOMBE|62.1
106,BUNCOMBE|38.2,PERFECT_MATCH,BUNCOMBE|38.2
107,BUNCOMBE|27.2,PERFECT_MATCH,BUNCOMBE|27.2
108,BUNCOMBE|51.2,PERFECT_MATCH,BUNCOMBE|51.2
109,BUNCOMBE|19.1,PERFECT_MATCH,BUNCOMBE|19.1
110,BUNCOMBE|31.1,PERFECT_MATCH,BUNCOMBE|31.1
111,BUNCOMBE|30.2,PERFECT_MATCH,BUNCOMBE|30.2
112,BUNCOMBE|23.3,PERFECT_MATCH,BUNCOMBE|23.3
113,BUNCOMBE|14.3,PERFECT_MATCH,BUNCOMBE|14.3
114,BUNCOMBE|58.1,PERFECT_MATCH,BUNCOMBE|58.1
115,BUNCOMBE|10.1,PERFECT_MATCH,BUNCOMBE|10.1
116,BUNCOMBE|08.2,PERFECT_MATCH,BUNCOMBE|08.2
117,BUNCOMBE|25.1,PERFECT_MATCH,BUNCOMBE|25.1
118,BUNCOMBE|54.2,PERFECT_MATCH,BUNCOMBE|54.2
119,BUNCOMBE|39.2,PERFECT_MATCH,BUNCOMBE|39.2
120,BUNCOMBE|26.1,PERFECT_MATCH,BUNCOMBE|26.1
121,BUNCOMBE|15.1,PERFECT_MATCH,BUNCOMBE|15.1
122,BUNCOMBE|52.1,PERFECT_MATCH,BUNCOMBE|52.1
123,BUNCOMBE|50.1,PERFECT_MATCH,BUNCOMBE|50.1
124,BUNCOMBE|41.1,PERFECT_MATCH,BUNCOMBE|41.1
125,BUNCOMBE|61.1,PERFECT_MATCH,BUNCOMBE|61.1
126,BUNCOMBE|23.2,PERFECT_MATCH,BUNCOMBE|23.2
127,BUNCOMBE|33.2,PERFECT_MATCH,BUNCOMBE|33.2
128,BUNCOMBE|56.2,PERFECT_MATCH,BUNCOMBE|56.2
129,BUNCOMBE|53.1,PERFECT_MATCH,BUNCOMBE|53.1
130,BUNCOMBE|38.3,PERFECT_MATCH,BUNCOMBE|38.3
131,BUNCOMBE|06.1,PERFECT_MATCH,BUNCOMBE|06.1
132,BUNCOMBE|02.1,PERFECT_MATCH,BUNCOMBE|02.1
133,BUNCOMBE|20.1,PERFECT_MATCH,BUNCOMBE|20.1
134,BUNCOMBE|13.1,PERFECT_MATCH,BUNCOMBE|13.1
135,BUNCOMBE|16.2,PERFECT_MATCH,BUNCOMBE|16.2
136,BUNCOMBE|55.1,PERFECT_MATCH,BUNCOMBE|55.1
137,BUNCOMBE|44.1,PERFECT_MATCH,BUNCOMBE|44.1
138,BUNCOMBE|35.1,PERFECT_MATCH,BUNCOMBE|35.1
139,BUNCOMBE|01.1,PERFECT_MATCH,BUNCOMBE|01.1
140,BUNCOMBE|60.4,PERFECT_MATCH,BUNCOMBE|60.4
141,BUNCOMBE|63.1,PERFECT_MATCH,BUNCOMBE|63.1
142,BUNCOMBE|18.2,PERFECT_MATCH,BUNCOMBE|18.2
143,BUNCOMBE|39.3,PERFECT_MATCH,BUNCOMBE|39.3
144,BUNCOMBE|29.2,PERFECT_MATCH,BUNCOMBE|29.2
145,BUNCOMBE|45.1,PERFECT_MATCH,BUNCOMBE|45.1
146,BUNCOMBE|49.1,PERFECT_MATCH,BUNCOMBE|49.1
147,BUNCOMBE|70.1,PERFECT_MATCH,BUNCOMBE|70.1
148,BUNCOMBE|30.3,PERFECT_MATCH,BUNCOMBE|30.3
149,BUNCOMBE|60.2,PERFECT_MATCH,BUNCOMBE|60.2
150,BUNCOMBE|09.1,PERFECT_MATCH,BUNCOMBE|09.1
151,BUNCOMBE|40.2,PERFECT_MATCH,BUNCOMBE|40.2
152,BUNCOMBE|32.1,PERFECT_MATCH,BUNCOMBE|32.1
153,BUNCOMBE|43.2,PERFECT_MATCH,BUNCOMBE|43.2
154,BUNCOMBE|681,PERFECT_MATCH,BUNCOMBE|681
155,BUNCOMBE|04.1,PERFECT_MATCH,BUNCOMBE|04.1
156,BUNCOMBE|24.1,PERFECT_MATCH,BUNCOMBE|24.1
157,BUNCOMBE|66.1,PERFECT_MATCH,BUNCOMBE|66.1
158,BURKE|0062,PERFECT_MATCH,BURKE|0062
159,BURKE|0066,PERFECT_MATCH,BURKE|0066
160,BURKE|0051,PERFECT_MATCH,BURKE|0051
161,BURKE|0021,PERFECT_MATCH,BURKE|0021
162,BURKE|0047.B,PERFECT_MATCH,BURKE|0047.B
163,BURKE|0014,PERFECT_MATCH,BURKE|0014
164,BURKE|0039,PERFECT_MATCH,BURKE|0039
165,BURKE|0011,PERFECT_MATCH,BURKE|0011
166,BURKE|0003,PERFECT_MATCH,BURKE|0003
167,BURKE|0035,PERFECT_MATCH,BURKE|0035
168,BURKE|0053,PERFECT_MATCH,BURKE|0053
169,BURKE|0047.A,PERFECT_MATCH,BURKE|0047.A
170,BURKE|0048,PERFECT_MATCH,BURKE|0048
171,BURKE|0022,PERFECT_MATCH,BURKE|0022
172,BURKE|0020,PERFECT_MATCH,BURKE|0020
173,BURKE|0029.B,PERFECT_MATCH,BURKE|0029.B
174,BURKE|0070,PERFECT_MATCH,BURKE|0070
175,BURKE|0034,PERFECT_MATCH,BURKE|0034
176,BURKE|0031,PERFECT_MATCH,BURKE|0031
177,BURKE|0024,PERFECT_MATCH,BURKE|0024
178,BURKE|0001,PERFECT_MATCH,BURKE|0001
179,BURKE|0064,PERFECT_MATCH,BURKE|0064
180,BURKE|0038,PERFECT_MATCH,BURKE|0038
181,BURKE|0013,PERFECT_MATCH,BURKE|0013
182,BURKE|0015,PERFECT_MATCH,BURKE|0015
183,BURKE|0018,PERFECT_MATCH,BURKE|0018
184,BURKE|0029.A,PERFECT_MATCH,BURKE|0029.A
185,BURKE|0065,PERFECT_MATCH,BURKE|0065
186,BURKE|0052,PERFECT_MATCH,BURKE|0052
187,BURKE|0040,PERFECT_MATCH,BURKE|0040
188,BURKE|0012,PERFECT_MATCH,BURKE|0012
189,BURKE|0036,PERFECT_MATCH,BURKE|0036
190,BURKE|0019,PERFECT_MATCH,BURKE|0019
191,CABARRUS|12.02,PERFECT_MATCH,CABARRUS|12.02
192,CABARRUS|03.00,PERFECT_MATCH,CABARRUS|03.00
193,CABARRUS|01.08,PERFECT_MATCH,CABARRUS|01.08
194,CABARRUS|01.02,PERFECT_MATCH,CABARRUS|01.02
195,CABARRUS|12.01,PERFECT_MATCH,CABARRUS|12.01
196,CABARRUS|12.06,PERFECT_MATCH,CABARRUS|12.06
197,CABARRUS|04.01,PERFECT_MATCH,CABARRUS|04.01
198,CABARRUS|12.10,PERFECT_MATCH,CABARRUS|12.10
199,CABARRUS|02.07,PERFECT_MATCH,CABARRUS|02.07
200,CABARRUS|04.02,PERFECT_MATCH,CABARRUS|04.02
201,CABARRUS|04.09,PERFECT_MATCH,CABARRUS|04.09
202,CABARRUS|04.10,PERFECT_MATCH,CABARRUS|04.10
203,CABARRUS|07.00,PERFECT_MATCH,CABARRUS|07.00
204,CABARRUS|02.03,PERFECT_MATCH,CABARRUS|02.03
205,CABARRUS|01.09,PERFECT_MATCH,CABARRUS|01.09
206,CABARRUS|01.06,PERFECT_MATCH,CABARRUS|01.06
207,CABARRUS|10.00,PERFECT_MATCH,CABARRUS|10.00
208,CABARRUS|12.11,PERFECT_MATCH,CABARRUS|12.11
209,CABARRUS|11.02,PERFECT_MATCH,CABARRUS|11.02
210,CABARRUS|11.01,PERFECT_MATCH,CABARRUS|11.01
211,CABARRUS|02.01,PERFECT_MATCH,CABARRUS|02.01
212,CABARRUS|05.00,PERFECT_MATCH,CABARRUS|05.00
213,CABARRUS|12.05,PERFECT_MATCH,CABARRUS|12.05
214,CABARRUS|01.10,PERFECT_MATCH,CABARRUS|01.10
215,CABARRUS|12.09,PERFECT_MATCH,CABARRUS|12.09
216,CABARRUS|02.08,PERFECT_MATCH,CABARRUS|02.08
217,CABARRUS|09.00,PERFECT_MATCH,CABARRUS|09.00
218,CABARRUS|04.08,PERFECT_MATCH,CABARRUS|04.08
219,CABARRUS|04.07,PERFECT_MATCH,CABARRUS|04.07
220,CABARRUS|04.05,PERFECT_MATCH,CABARRUS|04.05
221,CABARRUS|06.00,PERFECT_MATCH,CABARRUS|06.00
222,CABARRUS|12.03,PERFECT_MATCH,CABARRUS|12.03
223,CABARRUS|12.04,PERFECT_MATCH,CABARRUS|12.04
224,CABARRUS|02.06,PERFECT_MATCH,CABARRUS|02.06
225,CABARRUS|04.06,PERFECT_MATCH,CABARRUS|04.06
226,CABARRUS|02.05,PERFECT_MATCH,CABARRUS|02.05
227,CABARRUS|01.07,PERFECT_MATCH,CABARRUS|01.07
228,CABARRUS|01.04,PERFECT_MATCH,CABARRUS|01.04
229,CABARRUS|04.03,PERFECT_MATCH,CABARRUS|04.03
230,CABARRUS|04.04,PERFECT_MATCH,CABARRUS|04.04
231,CABARRUS|12.12,PERFECT_MATCH,CABARRUS|12.12
232,CABARRUS|02.02,PERFECT_MATCH,CABARRUS|02.02
233,CABARRUS|02.09,PERFECT_MATCH,CABARRUS|02.09
234,CABARRUS|12.08,PERFECT_MATCH,CABARRUS|12.08
235,CABARRUS|08.00,PERFECT_MATCH,CABARRUS|08.00
236,CABARRUS|12.07,PERFECT_MATCH,CABARRUS|12.07
237,CALDWELL|PR17,PERFECT_MATCH,CALDWELL|PR17
238,CALDWELL|PR08,PERFECT_MATCH,CALDWELL|PR08
239,CALDWELL|PR01,PERFECT_MATCH,CALDWELL|PR01
240,CALDWELL|PR31,PERFECT_MATCH,CALDWELL|PR31
241,CALDWELL|PR30,PERFECT_MATCH,CALDWELL|PR30
242,CALDWELL|PR21,PERFECT_MATCH,CALDWELL|PR21
243,CALDWELL|OS.GRANITE.FALLS,COUNTY_LEVEL,OS.GRANITE.FALLS
244,CALDWELL|PR29,PERFECT_MATCH,CALDWELL|PR29
245,CALDWELL|PR33,SPLIT,/data/raw/sf-2014/Precincts.shp
246,CALDWELL|PR24,PERFECT_MATCH,CALDWELL|PR24
247,CALDWELL|PR32,PERFECT_MATCH,CALDWELL|PR32
248,CALDWELL|PR22,PERFECT_MATCH,CALDWELL|PR22
249,CALDWELL|PR25,PERFECT_MATCH,CALDWELL|PR25
250,CALDWELL|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
251,CALDWELL|PR35,SPLIT,/data/raw/sf-2014/Precincts.shp
253,CALDWELL|PR34,SPLIT,/data/raw/sf-2014/Precincts.shp
255,CALDWELL|PR18,PERFECT_MATCH,CALDWELL|PR18
256,CALDWELL|PR13,MERGED,/data/raw/sf-2016/Precincts.shp
257,CALDWELL|OS.LENOIR,COUNTY_LEVEL,OS.LENOIR
258,CALDWELL|ABSENTEE,COUNTY_LEVEL,ABSENTEE
259,CALDWELL|PR07,PERFECT_MATCH,CALDWELL|PR07
260,CALDWELL|PR02,PERFECT_MATCH,CALDWELL|PR02
261,CALDWELL|OS.LIBRARY,COUNTY_LEVEL,OS.LIBRARY
262,CALDWELL|PR14,PERFECT_MATCH,CALDWELL|PR14
263,CALDWELL|PR16,PERFECT_MATCH,CALDWELL|PR16
264,ALAMANCE|06E,PERFECT_MATCH,ALAMANCE|06E
265,ALAMANCE|129,PERFECT_MATCH,ALAMANCE|129
266,ALAMANCE|126,PERFECT_MATCH,ALAMANCE|126
267,ALAMANCE|10S,PERFECT_MATCH,ALAMANCE|10S
268,ALAMANCE|124,PERFECT_MATCH,ALAMANCE|124
269,ALAMANCE|06N,PERFECT_MATCH,ALAMANCE|06N
270,ALAMANCE|07,PERFECT_MATCH,ALAMANCE|07
271,ALAMANCE|04,PERFECT_MATCH,ALAMANCE|04
272,ALAMANCE|125,PERFECT_MATCH,ALAMANCE|125
273,ALAMANCE|127,PERFECT_MATCH,ALAMANCE|127
274,ALAMANCE|103,PERFECT_MATCH,ALAMANCE|103
275,ALAMANCE|08S,PERFECT_MATCH,ALAMANCE|08S
276,ALAMANCE|08N,PERFECT_MATCH,ALAMANCE|08N
277,ALAMANCE|06W,PERFECT_MATCH,ALAMANCE|06W
278,ALAMANCE|035,PERFECT_MATCH,ALAMANCE|035
279,ALAMANCE|1210,PERFECT_MATCH,ALAMANCE|1210
280,ALAMANCE|12E,PERFECT_MATCH,ALAMANCE|12E
281,ALAMANCE|09S,PERFECT_MATCH,ALAMANCE|09S
282,ALAMANCE|063,PERFECT_MATCH,ALAMANCE|063
283,ALAMANCE|12W,PERFECT_MATCH,ALAMANCE|12W
284,ALAMANCE|01,PERFECT_MATCH,ALAMANCE|01
285,ALAMANCE|03N2,PERFECT_MATCH,ALAMANCE|03N2
286,ALAMANCE|03W,PERFECT_MATCH,ALAMANCE|03W
287,ALAMANCE|06S,PERFECT_MATCH,ALAMANCE|06S
288,ALAMANCE|12S,PERFECT_MATCH,ALAMANCE|12S
289,ALAMANCE|09N,PERFECT_MATCH,ALAMANCE|09N
290,ALAMANCE|03C,PERFECT_MATCH,ALAMANCE|03C
291,ALAMANCE|064,PERFECT_MATCH,ALAMANCE|064
292,ALAMANCE|128,PERFECT_MATCH,ALAMANCE|128
293,ALAMANCE|11,PERFECT_MATCH,ALAMANCE|11
294,ALAMANCE|02,PERFECT_MATCH,ALAMANCE|02
295,ALAMANCE|05,PERFECT_MATCH,ALAMANCE|05
296,ALAMANCE|10N,PERFECT_MATCH,ALAMANCE|10N
297,ALAMANCE|13,PERFECT_MATCH,ALAMANCE|13
298,ALAMANCE|03N,PERFECT_MATCH,ALAMANCE|03N
299,ALAMANCE|03S,PERFECT_MATCH,ALAMANCE|03S
300,ALAMANCE|12N,PERFECT_MATCH,ALAMANCE|12N
301,ASHE|10,PERFECT_MATCH,ASHE|10
302,ASHE|18,PERFECT_MATCH,ASHE|18
303,ASHE|13,PERFECT_MATCH,ASHE|13
304,ASHE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
305,ASHE|03,PERFECT_MATCH,ASHE|03
306,ASHE|09,PERFECT_MATCH,ASHE|09
307,ASHE|06,PERFECT_MATCH,ASHE|06
308,ASHE|15,PERFECT_MATCH,ASHE|15
309,ASHE|17,PERFECT_MATCH,ASHE|17
310,ASHE|12,PERFECT_MATCH,ASHE|12
311,ASHE|04,PERFECT_MATCH,ASHE|04
312,ASHE|07,PERFECT_MATCH,ASHE|07
313,ASHE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
314,ASHE|14,PERFECT_MATCH,ASHE|14
315,ASHE|16,PERFECT_MATCH,ASHE|16
316,ASHE|20,PERFECT_MATCH,ASHE|20
317,ASHE|11,PERFECT_MATCH,ASHE|11
318,ASHE|02,PERFECT_MATCH,ASHE|02
319,ASHE|ONE.STOP,COUNTY_LEVEL,ONE.STOP
320,ASHE|08,PERFECT_MATCH,ASHE|08
321,BEAUFORT|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
322,BEAUFORT|RVRD,PERFECT_MATCH,BEAUFORT|RVRD
323,BEAUFORT|WDPD,PERFECT_MATCH,BEAUFORT|WDPD
324,BEAUFORT|WASH4,PERFECT_MATCH,BEAUFORT|WASH4
325,BEAUFORT|CHOCO,PERFECT_MATCH,BEAUFORT|CHOCO
326,BEAUFORT|WASHP,PERFECT_MATCH,BEAUFORT|WASHP
327,BEAUFORT|ABSENTEE,COUNTY_LEVEL,ABSENTEE
328,BEAUFORT|BLCK,PERFECT_MATCH,BEAUFORT|BLCK
329,BEAUFORT|PANTE,PERFECT_MATCH,BEAUFORT|PANTE
330,BEAUFORT|EDWAR,PERFECT_MATCH,BEAUFORT|EDWAR
331,BEAUFORT|TCRK,PERFECT_MATCH,BEAUFORT|TCRK
332,BEAUFORT|OS.BEL,COUNTY_LEVEL,OS.BEL
333,BEAUFORT|OS.CHOCO,COUNTY_LEVEL,OS.CHOCO
334,BEAUFORT|OS.AUR,COUNTY_LEVEL,OS.AUR
335,BEAUFORT|PINET,PERFECT_MATCH,BEAUFORT|PINET
336,BEAUFORT|SURBA,PERFECT_MATCH,BEAUFORT|SURBA
337,BEAUFORT|GILEA,PERFECT_MATCH,BEAUFORT|GILEA
338,BEAUFORT|HB,PERFECT_MATCH,BEAUFORT|HB
339,BEAUFORT|OLDF,PERFECT_MATCH,BEAUFORT|OLDF
340,BEAUFORT|OS.BOE,COUNTY_LEVEL,OS.BOE
341,BEAUFORT|BELHV,PERFECT_MATCH,BEAUFORT|BELHV
342,BEAUFORT|NCRK,PERFECT_MATCH,BEAUFORT|NCRK
343,BEAUFORT|WASH2,PERFECT_MATCH,BEAUFORT|WASH2
344,BEAUFORT|BEADM,PERFECT_MATCH,BEAUFORT|BEADM
345,BEAUFORT|AUROR,PERFECT_MATCH,BEAUFORT|AUROR
346,BEAUFORT|WASH1,PERFECT_MATCH,BEAUFORT|WASH1
347,BEAUFORT|PSJW3,PERFECT_MATCH,BEAUFORT|PSJW3
348,ANSON|W2,PERFECT_MATCH,ANSON|W2
349,ANSON|ANS,PERFECT_MATCH,ANSON|ANS
350,ANSON|POLK,PERFECT_MATCH,ANSON|POLK
351,ANSON|LILE,PERFECT_MATCH,ANSON|LILE
352,ANSON|BURN,PERFECT_MATCH,ANSON|BURN
353,ANSON|MM,PERFECT_MATCH,ANSON|MM
354,ANSON|WS,PERFECT_MATCH,ANSON|WS
355,ANSON|GULL,PERFECT_MATCH,ANSON|GULL
356,ANSON|W3,PERFECT_MATCH,ANSON|W3
357,ANSON|W1,PERFECT_MATCH,ANSON|W1
358,ANSON|PEAC,PERFECT_MATCH,ANSON|PEAC
359,BLADEN|P25,PERFECT_MATCH,BLADEN|P25
360,BLADEN|OS.DUBLIN,COUNTY_LEVEL,OS.DUBLIN
361,BLADEN|P70,PERFECT_MATCH,BLADEN|P70
362,BLADEN|P201,PERFECT_MATCH,BLADEN|P201
363,BLADEN|OS.EA,COUNTY_LEVEL,OS.EA
364,BLADEN|P502,PERFECT_MATCH,BLADEN|P502
365,BLADEN|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
366,BLADEN|OS.LIBRARY,COUNTY_LEVEL,OS.LIBRARY
367,BLADEN|ABSENTEE,COUNTY_LEVEL,ABSENTEE
368,BLADEN|P65,PERFECT_MATCH,BLADEN|P65
369,BLADEN|P202,PERFECT_MATCH,BLADEN|P202
370,BLADEN|OS.B.BORO,COUNTY_LEVEL,OS.B.BORO
371,BLADEN|P35,PERFECT_MATCH,BLADEN|P35
372,BLADEN|P30,PERFECT_MATCH,BLADEN|P30
373,BLADEN|P15,PERFECT_MATCH,BLADEN|P15
374,BLADEN|P60,PERFECT_MATCH,BLADEN|P60
375,BLADEN|P45,PERFECT_MATCH,BLADEN|P45
376,BLADEN|P40,PERFECT_MATCH,BLADEN|P40
377,BLADEN|P501,PERFECT_MATCH,BLADEN|P501
378,BLADEN|P80,PERFECT_MATCH,BLADEN|P80
379,BLADEN|P10,PERFECT_MATCH,BLADEN|P10
380,BLADEN|P75,PERFECT_MATCH,BLADEN|P75
381,BLADEN|P55,PERFECT_MATCH,BLADEN|P55
382,ALLEGHANY|06,,
383,ALLEGHANY|03,,
384,ALLEGHANY|05,,
385,ALLEGHANY|02,,
386,ALLEGHANY|07,,
387,ALLEGHANY|04,PERFECT_MATCH,ALLEGHANY|04
388,ALLEGHANY|01,PERFECT_MATCH,ALLEGHANY|01
389,ALLEGHANY|CURBSIDE,COUNTY_LEVEL,CURBSIDE
390,ALLEGHANY|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
391,CAMDEN|ONE.STOP,COUNTY_LEVEL,ONE.STOP
392,CAMDEN|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
393,CAMDEN|CH,PERFECT_MATCH,CAMDEN|CH
394,CAMDEN|SM,PERFECT_MATCH,CAMDEN|SM
395,CAMDEN|SH,PERFECT_MATCH,CAMDEN|SH
396,CAMDEN|ABSENTEE,COUNTY_LEVEL,ABSENTEE
397,CASWELL|PROVI,PERFECT_MATCH,CASWELL|PROVI
398,CASWELL|LEAS,PERFECT_MATCH,CASWELL|LEAS
399,CASWELL|PELH,PERFECT_MATCH,CASWELL|PELH
400,CASWELL|STON,PERFECT_MATCH,CASWELL|STON
401,CASWELL|PH,SPLIT,/data/raw/sf-2014/Precincts.shp
402,CASWELL|ANDE,PERFECT_MATCH,CASWELL|ANDE
403,CASWELL|MILT,PERFECT_MATCH,CASWELL|MILT
404,CASWELL|YANC,PERFECT_MATCH,CASWELL|YANC
405,CASWELL|LOCU,PERFECT_MATCH,CASWELL|LOCU
406,CHATHAM|75,PERFECT_MATCH,CHATHAM|75
407,CHATHAM|42,PERFECT_MATCH,CHATHAM|42
408,CHATHAM|ABSENTEE,COUNTY_LEVEL,ABSENTEE
