,County|Prec,Type,Context
805,DUPLIN|ALBE,PERFECT_MATCH,DUPLIN|ALBE
806,DUPLIN|LOCK,PERFECT_MATCH,DUPLIN|LOCK
807,DUPLIN|CALY,PERFECT_MATCH,DUPLIN|CALY
808,DUPLIN|SMCA,PERFECT_MATCH,DUPLIN|SMCA
809,DUPLIN|GLIS,PERFECT_MATCH,DUPLIN|GLIS
810,DUPLIN|CHIN,PERFECT_MATCH,DUPLIN|CHIN
811,DUPLIN|ROSE,PERFECT_MATCH,DUPLIN|ROSE
812,DUPLIN|WARS,PERFECT_MATCH,DUPLIN|WARS
813,DUPLIN|KENA,PERFECT_MATCH,DUPLIN|KENA
814,DUPLIN|MAGN,PERFECT_MATCH,DUPLIN|MAGN
815,DUPLIN|HALL,PERFECT_MATCH,DUPLIN|HALL
816,DUPLIN|CYCK,PERFECT_MATCH,DUPLIN|CYCK
817,DUPLIN|WOLF,PERFECT_MATCH,DUPLIN|WOLF
818,DUPLIN|CFRK,PERFECT_MATCH,DUPLIN|CFRK
819,DUPLIN|BEUL,PERFECT_MATCH,DUPLIN|BEUL
820,DUPLIN|WALL,PERFECT_MATCH,DUPLIN|WALL
821,DUPLIN|ROCK,PERFECT_MATCH,DUPLIN|ROCK
822,DURHAM|29,PERFECT_MATCH,DURHAM|29
823,DURHAM|44,PERFECT_MATCH,DURHAM|44
824,DURHAM|18,PERFECT_MATCH,DURHAM|18
825,DURHAM|31,PERFECT_MATCH,DURHAM|31
826,DURHAM|30.2,PERFECT_MATCH,DURHAM|30.2
827,DURHAM|33,PERFECT_MATCH,DURHAM|33
828,DURHAM|ABSENTEE,COUNTY_LEVEL,ABSENTEE
829,DURHAM|OS.BOE,COUNTY_LEVEL,OS.BOE
830,DURHAM|50,PERFECT_MATCH,DURHAM|50
831,DURHAM|03,PERFECT_MATCH,DURHAM|03
832,DURHAM|06,PERFECT_MATCH,DURHAM|06
833,DURHAM|09,PERFECT_MATCH,DURHAM|09
834,DURHAM|21,PERFECT_MATCH,DURHAM|21
835,DURHAM|37,PERFECT_MATCH,DURHAM|37
836,DURHAM|OS.ERUF,COUNTY_LEVEL,OS.ERUF
837,DURHAM|47,PERFECT_MATCH,DURHAM|47
838,DURHAM|27,PERFECT_MATCH,DURHAM|27
839,DURHAM|25,PERFECT_MATCH,DURHAM|25
840,DURHAM|28,PERFECT_MATCH,DURHAM|28
841,DURHAM|43,PERFECT_MATCH,DURHAM|43
842,DURHAM|46,PERFECT_MATCH,DURHAM|46
843,DURHAM|36,PERFECT_MATCH,DURHAM|36
844,DURHAM|52,PERFECT_MATCH,DURHAM|52
845,DURHAM|12,PERFECT_MATCH,DURHAM|12
846,DURHAM|04,PERFECT_MATCH,DURHAM|04
847,DURHAM|07,PERFECT_MATCH,DURHAM|07
848,DURHAM|OS.ROSE,COUNTY_LEVEL,OS.ROSE
849,DURHAM|OS.DTCC,COUNTY_LEVEL,OS.DTCC
850,DURHAM|01,PERFECT_MATCH,DURHAM|01
851,DURHAM|45,PERFECT_MATCH,DURHAM|45
852,DURHAM|24,PERFECT_MATCH,DURHAM|24
853,DURHAM|34.2,PERFECT_MATCH,DURHAM|34.2
854,DURHAM|35.3,PERFECT_MATCH,DURHAM|35.3
855,DURHAM|OS.DUKE,COUNTY_LEVEL,OS.DUKE
856,DURHAM|OS.NRL,COUNTY_LEVEL,OS.NRL
857,DURHAM|23,PERFECT_MATCH,DURHAM|23
858,DURHAM|26,PERFECT_MATCH,DURHAM|26
859,DURHAM|OS.FS83,COUNTY_LEVEL,OS.FS83
860,DURHAM|53.2,PERFECT_MATCH,DURHAM|53.2
861,DURHAM|OS.SRL,COUNTY_LEVEL,OS.SRL
862,DURHAM|OS.NCCU,COUNTY_LEVEL,OS.NCCU
863,DURHAM|17,PERFECT_MATCH,DURHAM|17
864,DURHAM|40,PERFECT_MATCH,DURHAM|40
865,DURHAM|34.1,PERFECT_MATCH,DURHAM|34.1
866,DURHAM|20,PERFECT_MATCH,DURHAM|20
867,DURHAM|39,PERFECT_MATCH,DURHAM|39
868,DURHAM|OS.EMM,COUNTY_LEVEL,OS.EMM
869,DURHAM|41,PERFECT_MATCH,DURHAM|41
870,DURHAM|OS.ERL,COUNTY_LEVEL,OS.ERL
871,DURHAM|30.1,PERFECT_MATCH,DURHAM|30.1
872,DURHAM|53.1,PERFECT_MATCH,DURHAM|53.1
873,DURHAM|13,PERFECT_MATCH,DURHAM|13
874,DURHAM|55.11,PERFECT_MATCH,DURHAM|55.11
875,DURHAM|14,PERFECT_MATCH,DURHAM|14
876,DURHAM|54,PERFECT_MATCH,DURHAM|54
877,DURHAM|51,PERFECT_MATCH,DURHAM|51
878,DURHAM|38,PERFECT_MATCH,DURHAM|38
879,DURHAM|32,PERFECT_MATCH,DURHAM|32
880,DURHAM|16,PERFECT_MATCH,DURHAM|16
881,DURHAM|19,PERFECT_MATCH,DURHAM|19
882,DURHAM|48,PERFECT_MATCH,DURHAM|48
883,DURHAM|42,PERFECT_MATCH,DURHAM|42
884,DURHAM|22,PERFECT_MATCH,DURHAM|22
885,DURHAM|02,PERFECT_MATCH,DURHAM|02
886,DURHAM|08,PERFECT_MATCH,DURHAM|08
887,DURHAM|05,PERFECT_MATCH,DURHAM|05
888,EDGECOMBE|0104,PERFECT_MATCH,EDGECOMBE|0104
889,EDGECOMBE|1204,PERFECT_MATCH,EDGECOMBE|1204
890,EDGECOMBE|0601,PERFECT_MATCH,EDGECOMBE|0601
891,EDGECOMBE|OS.TARBORO,COUNTY_LEVEL,OS.TARBORO
892,EDGECOMBE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
893,EDGECOMBE|1101,PERFECT_MATCH,EDGECOMBE|1101
894,EDGECOMBE|1001,PERFECT_MATCH,EDGECOMBE|1001
895,EDGECOMBE|OS.ROCKYMOUNT,COUNTY_LEVEL,OS.ROCKYMOUNT
896,EDGECOMBE|OS.PINETOPS,COUNTY_LEVEL,OS.PINETOPS
897,EDGECOMBE|0801,PERFECT_MATCH,EDGECOMBE|0801
898,EDGECOMBE|1202,PERFECT_MATCH,EDGECOMBE|1202
899,EDGECOMBE|1203,PERFECT_MATCH,EDGECOMBE|1203
900,EDGECOMBE|0101,PERFECT_MATCH,EDGECOMBE|0101
901,EDGECOMBE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
902,EDGECOMBE|1301,PERFECT_MATCH,EDGECOMBE|1301
903,EDGECOMBE|1205,PERFECT_MATCH,EDGECOMBE|1205
904,EDGECOMBE|1401,PERFECT_MATCH,EDGECOMBE|1401
905,EDGECOMBE|0401,PERFECT_MATCH,EDGECOMBE|0401
906,EDGECOMBE|0301,PERFECT_MATCH,EDGECOMBE|0301
907,EDGECOMBE|0901,PERFECT_MATCH,EDGECOMBE|0901
908,EDGECOMBE|0102,PERFECT_MATCH,EDGECOMBE|0102
909,EDGECOMBE|0103,PERFECT_MATCH,EDGECOMBE|0103
910,EDGECOMBE|0201,PERFECT_MATCH,EDGECOMBE|0201
911,EDGECOMBE|0501,PERFECT_MATCH,EDGECOMBE|0501
912,EDGECOMBE|0701,PERFECT_MATCH,EDGECOMBE|0701
913,EDGECOMBE|1201,PERFECT_MATCH,EDGECOMBE|1201
914,FORSYTH|708,PERFECT_MATCH,FORSYTH|708
915,FORSYTH|015,PERFECT_MATCH,FORSYTH|015
916,FORSYTH|061,PERFECT_MATCH,FORSYTH|061
917,FORSYTH|081,PERFECT_MATCH,FORSYTH|081
918,FORSYTH|066,PERFECT_MATCH,FORSYTH|066
919,FORSYTH|064,PERFECT_MATCH,FORSYTH|064
920,FORSYTH|206,PERFECT_MATCH,FORSYTH|206
921,FORSYTH|203,PERFECT_MATCH,FORSYTH|203
922,FORSYTH|201,PERFECT_MATCH,FORSYTH|201
923,FORSYTH|012,PERFECT_MATCH,FORSYTH|012
924,FORSYTH|301,PERFECT_MATCH,FORSYTH|301
925,FORSYTH|306,PERFECT_MATCH,FORSYTH|306
926,FORSYTH|602,PERFECT_MATCH,FORSYTH|602
927,FORSYTH|132,PERFECT_MATCH,FORSYTH|132
928,FORSYTH|303,PERFECT_MATCH,FORSYTH|303
929,FORSYTH|402,PERFECT_MATCH,FORSYTH|402
930,FORSYTH|404,PERFECT_MATCH,FORSYTH|404
931,FORSYTH|405,PERFECT_MATCH,FORSYTH|405
932,FORSYTH|704,PERFECT_MATCH,FORSYTH|704
933,FORSYTH|802,PERFECT_MATCH,FORSYTH|802
934,FORSYTH|111,PERFECT_MATCH,FORSYTH|111
935,FORSYTH|805,PERFECT_MATCH,FORSYTH|805
936,FORSYTH|808,PERFECT_MATCH,FORSYTH|808
937,FORSYTH|904,PERFECT_MATCH,FORSYTH|904
938,FORSYTH|073,PERFECT_MATCH,FORSYTH|073
939,FORSYTH|123,PERFECT_MATCH,FORSYTH|123
940,FORSYTH|302,PERFECT_MATCH,FORSYTH|302
941,FORSYTH|054,PERFECT_MATCH,FORSYTH|054
942,FORSYTH|607,PERFECT_MATCH,FORSYTH|607
943,FORSYTH|506,PERFECT_MATCH,FORSYTH|506
944,FORSYTH|902,PERFECT_MATCH,FORSYTH|902
945,FORSYTH|809,PERFECT_MATCH,FORSYTH|809
946,FORSYTH|907,PERFECT_MATCH,FORSYTH|907
947,FORSYTH|092,PERFECT_MATCH,FORSYTH|092
948,FORSYTH|112,PERFECT_MATCH,FORSYTH|112
949,FORSYTH|304,PERFECT_MATCH,FORSYTH|304
950,FORSYTH|501,PERFECT_MATCH,FORSYTH|501
951,FORSYTH|051,PERFECT_MATCH,FORSYTH|051
952,FORSYTH|072,PERFECT_MATCH,FORSYTH|072
953,FORSYTH|075,PERFECT_MATCH,FORSYTH|075
954,FORSYTH|042,PERFECT_MATCH,FORSYTH|042
955,FORSYTH|401,PERFECT_MATCH,FORSYTH|401
956,FORSYTH|803,PERFECT_MATCH,FORSYTH|803
957,FORSYTH|806,PERFECT_MATCH,FORSYTH|806
958,FORSYTH|703,PERFECT_MATCH,FORSYTH|703
959,FORSYTH|603,PERFECT_MATCH,FORSYTH|603
960,FORSYTH|606,PERFECT_MATCH,FORSYTH|606
961,FORSYTH|908,PERFECT_MATCH,FORSYTH|908
962,FORSYTH|083,PERFECT_MATCH,FORSYTH|083
963,FORSYTH|082,PERFECT_MATCH,FORSYTH|082
964,FORSYTH|403,PERFECT_MATCH,FORSYTH|403
965,FORSYTH|062,PERFECT_MATCH,FORSYTH|062
966,FORSYTH|013,PERFECT_MATCH,FORSYTH|013
967,FORSYTH|032,PERFECT_MATCH,FORSYTH|032
968,FORSYTH|055,PERFECT_MATCH,FORSYTH|055
969,FORSYTH|052,PERFECT_MATCH,FORSYTH|052
970,FORSYTH|122,PERFECT_MATCH,FORSYTH|122
971,FORSYTH|305,PERFECT_MATCH,FORSYTH|305
972,FORSYTH|503,PERFECT_MATCH,FORSYTH|503
973,FORSYTH|502,PERFECT_MATCH,FORSYTH|502
974,FORSYTH|906,PERFECT_MATCH,FORSYTH|906
975,FORSYTH|901,PERFECT_MATCH,FORSYTH|901
976,FORSYTH|074,PERFECT_MATCH,FORSYTH|074
977,FORSYTH|909,PERFECT_MATCH,FORSYTH|909
978,FORSYTH|063,PERFECT_MATCH,FORSYTH|063
979,FORSYTH|133,PERFECT_MATCH,FORSYTH|133
980,FORSYTH|204,PERFECT_MATCH,FORSYTH|204
981,FORSYTH|605,PERFECT_MATCH,FORSYTH|605
982,FORSYTH|705,PERFECT_MATCH,FORSYTH|705
983,FORSYTH|706,PERFECT_MATCH,FORSYTH|706
984,FORSYTH|068,PERFECT_MATCH,FORSYTH|068
985,FORSYTH|065,PERFECT_MATCH,FORSYTH|065
986,FORSYTH|011,PERFECT_MATCH,FORSYTH|011
987,FORSYTH|021,PERFECT_MATCH,FORSYTH|021
988,FORSYTH|014,PERFECT_MATCH,FORSYTH|014
989,FORSYTH|205,PERFECT_MATCH,FORSYTH|205
990,FORSYTH|131,PERFECT_MATCH,FORSYTH|131
991,FORSYTH|601,PERFECT_MATCH,FORSYTH|601
992,FORSYTH|507,PERFECT_MATCH,FORSYTH|507
993,FORSYTH|709,PERFECT_MATCH,FORSYTH|709
994,FORSYTH|604,PERFECT_MATCH,FORSYTH|604
995,FORSYTH|033,PERFECT_MATCH,FORSYTH|033
996,FORSYTH|034,PERFECT_MATCH,FORSYTH|034
997,FORSYTH|053,PERFECT_MATCH,FORSYTH|053
998,FORSYTH|903,PERFECT_MATCH,FORSYTH|903
999,FORSYTH|505,PERFECT_MATCH,FORSYTH|505
1000,FORSYTH|067,PERFECT_MATCH,FORSYTH|067
1001,FORSYTH|043,PERFECT_MATCH,FORSYTH|043
1002,FORSYTH|101,PERFECT_MATCH,FORSYTH|101
1003,FORSYTH|702,PERFECT_MATCH,FORSYTH|702
1004,FORSYTH|701,PERFECT_MATCH,FORSYTH|701
1005,FORSYTH|504,PERFECT_MATCH,FORSYTH|504
1006,FORSYTH|905,PERFECT_MATCH,FORSYTH|905
1007,FORSYTH|807,PERFECT_MATCH,FORSYTH|807
1008,FORSYTH|707,PERFECT_MATCH,FORSYTH|707
1009,FORSYTH|801,PERFECT_MATCH,FORSYTH|801
1010,FORSYTH|804,PERFECT_MATCH,FORSYTH|804
1011,FORSYTH|031,PERFECT_MATCH,FORSYTH|031
1012,FORSYTH|207,PERFECT_MATCH,FORSYTH|207
1013,FORSYTH|071,PERFECT_MATCH,FORSYTH|071
1014,FORSYTH|091,PERFECT_MATCH,FORSYTH|091
1015,GRANVILLE|CORI,PERFECT_MATCH,GRANVILLE|CORI
1016,GRANVILLE|WILT,PERFECT_MATCH,GRANVILLE|WILT
1017,GRANVILLE|CRDL,PERFECT_MATCH,GRANVILLE|CRDL
1018,GRANVILLE|EAOX,PERFECT_MATCH,GRANVILLE|EAOX
1019,GRANVILLE|SALM,PERFECT_MATCH,GRANVILLE|SALM
1020,GRANVILLE|OKHL,PERFECT_MATCH,GRANVILLE|OKHL
1021,GRANVILLE|SASS,PERFECT_MATCH,GRANVILLE|SASS
1022,GRANVILLE|MTEN,PERFECT_MATCH,GRANVILLE|MTEN
1023,GRANVILLE|SOOX,PERFECT_MATCH,GRANVILLE|SOOX
1024,GRANVILLE|TYHO,PERFECT_MATCH,GRANVILLE|TYHO
1025,GRANVILLE|ANTI,PERFECT_MATCH,GRANVILLE|ANTI
1026,GRANVILLE|CRDM,PERFECT_MATCH,GRANVILLE|CRDM
1027,GRANVILLE|WOEL,PERFECT_MATCH,GRANVILLE|WOEL
1028,GRANVILLE|BTNR,PERFECT_MATCH,GRANVILLE|BTNR
1029,GRANVILLE|BERE,PERFECT_MATCH,GRANVILLE|BERE
1030,GUILFORD|H01,PERFECT_MATCH,GUILFORD|H01
1031,GUILFORD|G69,PERFECT_MATCH,GUILFORD|G69
1032,GUILFORD|H02,PERFECT_MATCH,GUILFORD|H02
1033,GUILFORD|JAM2,PERFECT_MATCH,GUILFORD|JAM2
1034,GUILFORD|H14,PERFECT_MATCH,GUILFORD|H14
1035,GUILFORD|H09,PERFECT_MATCH,GUILFORD|H09
1036,GUILFORD|G23,PERFECT_MATCH,GUILFORD|G23
1037,GUILFORD|G25,PERFECT_MATCH,GUILFORD|G25
1038,GUILFORD|G28,PERFECT_MATCH,GUILFORD|G28
1039,GUILFORD|G44,PERFECT_MATCH,GUILFORD|G44
1040,GUILFORD|G45,PERFECT_MATCH,GUILFORD|G45
1041,GUILFORD|SF1,PERFECT_MATCH,GUILFORD|SF1
1042,GUILFORD|CG3A,PERFECT_MATCH,GUILFORD|CG3A
1043,GUILFORD|FR4,PERFECT_MATCH,GUILFORD|FR4
1044,GUILFORD|G65,PERFECT_MATCH,GUILFORD|G65
1045,GUILFORD|G09,PERFECT_MATCH,GUILFORD|G09
1046,GUILFORD|MON2A,PERFECT_MATCH,GUILFORD|MON2A
1047,GUILFORD|H18,PERFECT_MATCH,GUILFORD|H18
1048,GUILFORD|H11,PERFECT_MATCH,GUILFORD|H11
1049,GUILFORD|GR,PERFECT_MATCH,GUILFORD|GR
1050,GUILFORD|G68,PERFECT_MATCH,GUILFORD|G68
1051,GUILFORD|OR2,PERFECT_MATCH,GUILFORD|OR2
1052,GUILFORD|PG2,PERFECT_MATCH,GUILFORD|PG2
1053,GUILFORD|MON1,PERFECT_MATCH,GUILFORD|MON1
1054,GUILFORD|G05,PERFECT_MATCH,GUILFORD|G05
1055,GUILFORD|G62,PERFECT_MATCH,GUILFORD|G62
1056,GUILFORD|JAM1,PERFECT_MATCH,GUILFORD|JAM1
1057,GUILFORD|G75,PERFECT_MATCH,GUILFORD|G75
1058,GUILFORD|G70,PERFECT_MATCH,GUILFORD|G70
1059,GUILFORD|H19B,PERFECT_MATCH,GUILFORD|H19B
1060,GUILFORD|CG3B,PERFECT_MATCH,GUILFORD|CG3B
1061,GUILFORD|H05,PERFECT_MATCH,GUILFORD|H05
1062,GUILFORD|G38,PERFECT_MATCH,GUILFORD|G38
1063,GUILFORD|G31,PERFECT_MATCH,GUILFORD|G31
1064,GUILFORD|G19,PERFECT_MATCH,GUILFORD|G19
1065,GUILFORD|NCLAY1,PERFECT_MATCH,GUILFORD|NCLAY1
1066,GUILFORD|NCGR2,PERFECT_MATCH,GUILFORD|NCGR2
1067,GUILFORD|JEF3,PERFECT_MATCH,GUILFORD|JEF3
1068,GUILFORD|JEF4,PERFECT_MATCH,GUILFORD|JEF4
1069,GUILFORD|H12,PERFECT_MATCH,GUILFORD|H12
1070,GUILFORD|H15,PERFECT_MATCH,GUILFORD|H15
1071,GUILFORD|G13,PERFECT_MATCH,GUILFORD|G13
1072,GUILFORD|G41A,PERFECT_MATCH,GUILFORD|G41A
1073,GUILFORD|G57,PERFECT_MATCH,GUILFORD|G57
1074,GUILFORD|G54,PERFECT_MATCH,GUILFORD|G54
1075,GUILFORD|G40A1,PERFECT_MATCH,GUILFORD|G40A1
1076,GUILFORD|G47,PERFECT_MATCH,GUILFORD|G47
1077,GUILFORD|G51,PERFECT_MATCH,GUILFORD|G51
1078,GUILFORD|ABS.CURB.PROV.1,COUNTY_LEVEL,ABS.CURB.PROV.1
1079,GUILFORD|SUM2,PERFECT_MATCH,GUILFORD|SUM2
1080,GUILFORD|G24,PERFECT_MATCH,GUILFORD|G24
1081,GUILFORD|G26,PERFECT_MATCH,GUILFORD|G26
1082,GUILFORD|G21,PERFECT_MATCH,GUILFORD|G21
1083,GUILFORD|G06,PERFECT_MATCH,GUILFORD|G06
1084,GUILFORD|CG1,PERFECT_MATCH,GUILFORD|CG1
1085,GUILFORD|FR1,PERFECT_MATCH,GUILFORD|FR1
1086,GUILFORD|G46,PERFECT_MATCH,GUILFORD|G46
1087,GUILFORD|H16,PERFECT_MATCH,GUILFORD|H16
1088,GUILFORD|H25,PERFECT_MATCH,GUILFORD|H25
1089,GUILFORD|H28,PERFECT_MATCH,GUILFORD|H28
1090,GUILFORD|MON2B,PERFECT_MATCH,GUILFORD|MON2B
1091,GUILFORD|JAM5,PERFECT_MATCH,GUILFORD|JAM5
1092,GUILFORD|RC2,PERFECT_MATCH,GUILFORD|RC2
1093,GUILFORD|G33,PERFECT_MATCH,GUILFORD|G33
1094,GUILFORD|G35,PERFECT_MATCH,GUILFORD|G35
1095,GUILFORD|G32,PERFECT_MATCH,GUILFORD|G32
1096,GUILFORD|H22,PERFECT_MATCH,GUILFORD|H22
1097,GUILFORD|H20A,PERFECT_MATCH,GUILFORD|H20A
1098,GUILFORD|MON3,PERFECT_MATCH,GUILFORD|MON3
1099,GUILFORD|SCLAY,PERFECT_MATCH,GUILFORD|SCLAY
1100,GUILFORD|G11,PERFECT_MATCH,GUILFORD|G11
1101,GUILFORD|NWASH,PERFECT_MATCH,GUILFORD|NWASH
1102,GUILFORD|OR1,PERFECT_MATCH,GUILFORD|OR1
1103,GUILFORD|H19A,PERFECT_MATCH,GUILFORD|H19A
1104,GUILFORD|G17,PERFECT_MATCH,GUILFORD|G17
1105,GUILFORD|G30,PERFECT_MATCH,GUILFORD|G30
1106,GUILFORD|FR3,PERFECT_MATCH,GUILFORD|FR3
1107,GUILFORD|GIB,PERFECT_MATCH,GUILFORD|GIB
1108,GUILFORD|G58,PERFECT_MATCH,GUILFORD|G58
1109,GUILFORD|JEF2,PERFECT_MATCH,GUILFORD|JEF2
1110,GUILFORD|G14,PERFECT_MATCH,GUILFORD|G14
1111,GUILFORD|G52,PERFECT_MATCH,GUILFORD|G52
1112,GUILFORD|G55,PERFECT_MATCH,GUILFORD|G55
1113,GUILFORD|G41B,PERFECT_MATCH,GUILFORD|G41B
1114,GUILFORD|SUM4,PERFECT_MATCH,GUILFORD|SUM4
1115,GUILFORD|SUM3,PERFECT_MATCH,GUILFORD|SUM3
1116,GUILFORD|NCGR1,PERFECT_MATCH,GUILFORD|NCGR1
1117,GUILFORD|NCLAY2,PERFECT_MATCH,GUILFORD|NCLAY2
1118,GUILFORD|NDRI,PERFECT_MATCH,GUILFORD|NDRI
1119,GUILFORD|SDRI,PERFECT_MATCH,GUILFORD|SDRI
1120,GUILFORD|SF2,PERFECT_MATCH,GUILFORD|SF2
1121,GUILFORD|G34,PERFECT_MATCH,GUILFORD|G34
1122,GUILFORD|G18,PERFECT_MATCH,GUILFORD|G18
1123,GUILFORD|FR2,PERFECT_MATCH,GUILFORD|FR2
1124,GUILFORD|H26,PERFECT_MATCH,GUILFORD|H26
1125,GUILFORD|H23,PERFECT_MATCH,GUILFORD|H23
1126,GUILFORD|G71,PERFECT_MATCH,GUILFORD|G71
1127,GUILFORD|G72,PERFECT_MATCH,GUILFORD|G72
1128,GUILFORD|H08,PERFECT_MATCH,GUILFORD|H08
1129,GUILFORD|H07,PERFECT_MATCH,GUILFORD|H07
1130,GUILFORD|G02,PERFECT_MATCH,GUILFORD|G02
1131,GUILFORD|G37,PERFECT_MATCH,GUILFORD|G37
1132,GUILFORD|G39,PERFECT_MATCH,GUILFORD|G39
1133,GUILFORD|G36,PERFECT_MATCH,GUILFORD|G36
1134,GUILFORD|RC1,PERFECT_MATCH,GUILFORD|RC1
1135,GUILFORD|G42A,PERFECT_MATCH,GUILFORD|G42A
1136,GUILFORD|FEN2,PERFECT_MATCH,GUILFORD|FEN2
1137,GUILFORD|H04,PERFECT_MATCH,GUILFORD|H04
1138,GUILFORD|H03,PERFECT_MATCH,GUILFORD|H03
1139,GUILFORD|H29A,PERFECT_MATCH,GUILFORD|H29A
1140,GUILFORD|G67,PERFECT_MATCH,GUILFORD|G67
1141,GUILFORD|G64,PERFECT_MATCH,GUILFORD|G64
1142,GUILFORD|G61,PERFECT_MATCH,GUILFORD|G61
1143,GUILFORD|H21,PERFECT_MATCH,GUILFORD|H21
1144,GUILFORD|JAM3,PERFECT_MATCH,GUILFORD|JAM3
1145,GUILFORD|CG2,PERFECT_MATCH,GUILFORD|CG2
1146,GUILFORD|STOK,PERFECT_MATCH,GUILFORD|STOK
1147,GUILFORD|G66,PERFECT_MATCH,GUILFORD|G66
1148,GUILFORD|JAM4,PERFECT_MATCH,GUILFORD|JAM4
1149,GUILFORD|G22,PERFECT_MATCH,GUILFORD|G22
1150,GUILFORD|G20,PERFECT_MATCH,GUILFORD|G20
1151,GUILFORD|G43,PERFECT_MATCH,GUILFORD|G43
1152,GUILFORD|JEF1,PERFECT_MATCH,GUILFORD|JEF1
1153,GUILFORD|SWASH,PERFECT_MATCH,GUILFORD|SWASH
1154,GUILFORD|G42B,PERFECT_MATCH,GUILFORD|G42B
1155,GUILFORD|H29B,PERFECT_MATCH,GUILFORD|H29B
1156,GUILFORD|G73,PERFECT_MATCH,GUILFORD|G73
1157,GUILFORD|H06,PERFECT_MATCH,GUILFORD|H06
1158,GUILFORD|H10,PERFECT_MATCH,GUILFORD|H10
1159,GUILFORD|H13,PERFECT_MATCH,GUILFORD|H13
1160,GUILFORD|G74,PERFECT_MATCH,GUILFORD|G74
1161,GUILFORD|FEN1,PERFECT_MATCH,GUILFORD|FEN1
1162,GUILFORD|G27,PERFECT_MATCH,GUILFORD|G27
1163,GUILFORD|G29,PERFECT_MATCH,GUILFORD|G29
1164,GUILFORD|G40A2,PERFECT_MATCH,GUILFORD|G40A2
1165,GUILFORD|G48,PERFECT_MATCH,GUILFORD|G48
1166,GUILFORD|G49,PERFECT_MATCH,GUILFORD|G49
1167,GUILFORD|SF4,PERFECT_MATCH,GUILFORD|SF4
1168,GUILFORD|SF3,PERFECT_MATCH,GUILFORD|SF3
1169,GUILFORD|NMAD,PERFECT_MATCH,GUILFORD|NMAD
1170,GUILFORD|H17,PERFECT_MATCH,GUILFORD|H17
1171,GUILFORD|G01,PERFECT_MATCH,GUILFORD|G01
1172,GUILFORD|FR5A,PERFECT_MATCH,GUILFORD|FR5A
1173,GUILFORD|FR5B,PERFECT_MATCH,GUILFORD|FR5B
1174,GUILFORD|G04,PERFECT_MATCH,GUILFORD|G04
1175,GUILFORD|G03,PERFECT_MATCH,GUILFORD|G03
1176,GUILFORD|SUM1,PERFECT_MATCH,GUILFORD|SUM1
1177,GUILFORD|G08,PERFECT_MATCH,GUILFORD|G08
1178,GUILFORD|G07,PERFECT_MATCH,GUILFORD|G07
1179,GUILFORD|G50,PERFECT_MATCH,GUILFORD|G50
1180,GUILFORD|G53,PERFECT_MATCH,GUILFORD|G53
1181,GUILFORD|G56,PERFECT_MATCH,GUILFORD|G56
1182,GUILFORD|G63,PERFECT_MATCH,GUILFORD|G63
1183,GUILFORD|G60,PERFECT_MATCH,GUILFORD|G60
1184,GUILFORD|G12,PERFECT_MATCH,GUILFORD|G12
1185,GUILFORD|G15,PERFECT_MATCH,GUILFORD|G15
1186,GUILFORD|PG1,PERFECT_MATCH,GUILFORD|PG1
1187,GUILFORD|G40B,PERFECT_MATCH,GUILFORD|G40B
1188,GUILFORD|H24,PERFECT_MATCH,GUILFORD|H24
1189,GUILFORD|H27.B,PERFECT_MATCH,GUILFORD|H27.B
1190,GUILFORD|H27.A,PERFECT_MATCH,GUILFORD|H27.A
1191,GUILFORD|H20B,PERFECT_MATCH,GUILFORD|H20B
1192,GUILFORD|SMAD,PERFECT_MATCH,GUILFORD|SMAD
1193,GUILFORD|G10,PERFECT_MATCH,GUILFORD|G10
1194,GUILFORD|G16,PERFECT_MATCH,GUILFORD|G16
1195,GUILFORD|G59,PERFECT_MATCH,GUILFORD|G59
1196,DURHAM|55.49,PERFECT_MATCH,DURHAM|55.49
1197,DURHAM|15,PERFECT_MATCH,DURHAM|15
1198,DURHAM|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1199,DURHAM|10,PERFECT_MATCH,DURHAM|10
1200,GASTON|36,PERFECT_MATCH,GASTON|36
1201,GASTON|OS.MOUNT.HOLLY,COUNTY_LEVEL,OS.MOUNT.HOLLY
1202,GASTON|15,PERFECT_MATCH,GASTON|15
1203,GASTON|12,PERFECT_MATCH,GASTON|12
1204,GASTON|17,PERFECT_MATCH,GASTON|17
1205,GASTON|28,PERFECT_MATCH,GASTON|28
1206,GASTON|27,PERFECT_MATCH,GASTON|27
1207,GASTON|41,PERFECT_MATCH,GASTON|41
1208,GASTON|04,PERFECT_MATCH,GASTON|04
1209,GASTON|07,PERFECT_MATCH,GASTON|07
1210,GASTON|OS.DALLAS,COUNTY_LEVEL,OS.DALLAS
1211,GASTON|26,PERFECT_MATCH,GASTON|26
1212,GASTON|24,PERFECT_MATCH,GASTON|24
1213,GASTON|40,PERFECT_MATCH,GASTON|40
1214,GASTON|45,PERFECT_MATCH,GASTON|45
1215,GASTON|06,PERFECT_MATCH,GASTON|06
1216,GASTON|23,PERFECT_MATCH,GASTON|23
1217,GASTON|09,PERFECT_MATCH,GASTON|09
1218,GASTON|03,PERFECT_MATCH,GASTON|03
1219,GASTON|13,PERFECT_MATCH,GASTON|13
